index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
32244,Jana Schirmer,W,4,,0,1,,{3}{W},4,1d4cfb3a-c4b9-5b74-a4e2-b3d5c86b741d,469838,Twinblade Paladin,285,$1.51 ,3,uncommon,M20,"Human,Knight","Whenever you gain life, put a +1/+1 counter on Twinblade Paladin.
As long as you have 25 or more life, Twinblade Paladin has double strike. (It deals both first-strike and regular combat damage.)",3,Creature
32245,Yongjae Choi,U,6,,1,0,5,{4}{U}{U},6,5c0fed53-8c73-5cb1-aa40-d0d6693bca7d,469839,"Mu Yanling, Celestial Wind",286,$1.44 ,,mythic,M20,Yanling,"[+1]: Until your next turn, up to one target creature gets -5/-0.
[−3]: Return up to two target creatures to their owners' hands.
[−7]: Creatures you control with flying get +5/+5 until end of turn.",,Planeswalker
32246,Daniel Ljunggren,U,4,"""It soars on the winds of dreams.""
—Mu Yanling",0,1,,{2}{U}{U},4,9297fafc-12ee-5311-9f5f-f29f2e9dabb5,469840,Celestial Messenger,287,$0.14 ,3,common,M20,"Bird,Spirit","Flash (You may cast this card any time you could cast an instant.)
Flying
Celestial Messenger gets +1/+1 as long as you control a Yanling planeswalker.",2,Creature
32247,Yeong-Hao Han,U,2,"""They come to drink, to bathe, and—I believe—to play.""",0,1,,{1}{U},2,7f781f16-721e-58a8-b7b6-57e439401ffb,469841,Waterkin Shaman,288,$0.16 ,2,uncommon,M20,"Elemental,Shaman","Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.",1,Creature
32248,Zezhou Chen,U,5,,0,1,,{3}{U}{U},5,54a245c5-272f-5261-ac76-704e6b63b6dd,469842,Yanling's Harbinger,289,$0.23 ,2,rare,M20,Bird,"Flying
When Yanling's Harbinger enters the battlefield, you may search your library and/or graveyard for a card named Mu Yanling, Celestial Wind, reveal it, and put it into your hand. If you search your library this way, shuffle.",4,Creature
32249,Chris Rallis,B,6,,1,0,4,{4}{B}{B},6,8b5f6eff-7709-5f1b-9d5c-a84bb175d9df,469843,"Sorin, Vampire Lord",290,$10.65 ,,mythic,M20,Sorin,"[+1]: Up to one target creature gets +2/+0 until end of turn.
[−2]: Sorin, Vampire Lord deals 4 damage to any target. You gain 4 life.
[−8]: Until end of turn, each Vampire you control gains ""{T}: Gain control of target creature.""",,Planeswalker
32250,Antonio José Manzanedo,B,3,"""I have no patience for sipping blood from crystal goblets. I want to bite and tear.""",0,1,,{1}{B}{B},3,5dd9ef2f-2877-5a44-98c0-72813d5d7de3,469844,Savage Gorger,291,$1.15 ,1,common,M20,Vampire,"Flying
At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on Savage Gorger. (Damage causes loss of life.)",1,Creature
32251,Jason Rainville,B,5,"""My people serve the dragon Kolaghan, but I give my blood for a greater lord.""",0,1,,{3}{B}{B},5,44e404ad-298c-5574-95be-b6b199a5b9c0,469845,Sorin's Guide,292,$0.21 ,4,rare,M20,Vampire,"When Sorin's Guide enters the battlefield, you may search your library and/or graveyard for a card named Sorin, Vampire Lord, reveal it, and put it into your hand. If you search your library this way, shuffle.",2,Creature
32252,Joseph Meehan,B,4,"""A whole life, full of memories and experience, love and sorrow, drained drop by drop into this bottle. Could any feast be more glorious?""",0,1,,{2}{B}{B},4,2adc9971-bf38-58f2-974d-236f711579a8,469846,Thirsting Bloodlord,293,$4.09 ,3,uncommon,M20,Vampire,Other Vampires you control get +1/+1.,3,Creature
32253,Magali Villeneuve,R,6,,1,0,4,{4}{R}{R},6,fe46865f-81d4-570c-b7de-90751081cdaa,469847,"Chandra, Flame's Fury",294,$10.15 ,,mythic,M20,Chandra,"[+1]: Chandra, Flame's Fury deals 2 damage to any target.
[−2]: Chandra, Flame's Fury deals 4 damage to target creature and 2 damage to that creature's controller.
[−8]: Chandra, Flame's Fury deals 10 damage to target player and each creature that player controls.",,Planeswalker
32254,Paul Scott Canavan,R,5,"""It's high tide.""",0,1,,{3}{R}{R},5,f9010c44-c1f8-533c-8228-96c8bece7241,469848,Chandra's Flame Wave,295,$0.27 ,,rare,M20,,"Chandra's Flame Wave deals 2 damage to target player and each creature that player controls. Search your library and/or graveyard for a card named Chandra, Flame's Fury, reveal it, and put it into your hand. If you search your library this way, shuffle.",,Sorcery
32255,Svetlin Velinov,R,5,"""Whoever thought of making mobile volcanoes was a genius.""
—Chandra Nalaar",0,1,,{3}{R}{R},5,71d28ade-2ced-5432-bacb-f737c2f49607,469849,Pyroclastic Elemental,296,$0.15 ,5,uncommon,M20,Elemental,{1}{R}{R}: Pyroclastic Elemental deals 1 damage to target player.,4,Creature
32256,Svetlin Velinov,R,4,"""Fire is always dancing, leaping and whirling, seeking more fuel. It never rests, so why should I?""
—Chandra Nalaar",0,1,,{2}{R}{R},4,632ad0f4-99b7-554d-bf0e-0d33565dc225,469850,Wildfire Elemental,297,$0.15 ,3,common,M20,Elemental,"Whenever an opponent is dealt noncombat damage, creatures you control get +1/+0 until end of turn.",3,Creature
32257,Chris Rallis,G,6,,1,0,3,{4}{G}{G},6,836879e2-1cb9-5155-9d98-dfdfa5e2e5be,469851,"Vivien, Nature's Avenger",298,$4.68 ,,mythic,M20,Vivien,"[+1]: Put three +1/+1 counters on up to one target creature.
[−1]: Reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.
[−6]: Target creature gets +10/+10 and gains trample until end of turn.",,Planeswalker
32258,Jason Felix,G,5,,0,1,,{3}{G}{G},5,f68f9866-51e1-5589-8392-dc9f082a2543,469852,Ethereal Elk,299,$0.20 ,3,rare,M20,"Elk,Spirit","Trample
When Ethereal Elk enters the battlefield, you may search your library and/or graveyard for a card named Vivien, Nature's Avenger, reveal it, and put it into your hand. If you search your library this way, shuffle.",3,Creature
32259,YW Tang,G,4,"""I think it's trying to tell us that the forest is angry.""
—Vivien Reid",0,1,,{2}{G}{G},4,21c0902f-9e47-5be4-9357-eb1348723c81,469853,Gnarlback Rhino,300,$0.44 ,4,uncommon,M20,Rhino,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever you cast a spell that targets Gnarlback Rhino, draw a card.",4,Creature
32260,Bayard Wu,G,3,"""Regardless of where they come from, crocs are usually able to find their way home. For this one, home is me.""
—Vivien Reid",0,1,,{2}{G},3,aeefd723-ae75-55ca-ab40-ace97b798aa7,469854,Vivien's Crocodile,301,$0.12 ,3,common,M20,"Crocodile,Spirit",Vivien's Crocodile gets +1/+1 as long as you control a Vivien planeswalker.,3,Creature
32261,Sara Winters,W,6,,0,1,,{4}{W}{W},6,59f8b794-a610-5aa0-bd27-fbbe480dfda3,469855,Angelic Guardian,302,$6.33 ,5,rare,M20,Angel,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever one or more creatures you control attack, they gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",5,Creature
32262,Matt Stewart,W,3,"Headquartered at the Bastion of the Honorable, the soldiers of Ghirapur are charged with the task of keeping peace in the city.",0,1,,{2}{W},3,df770940-cbeb-5d24-b88a-f2d974aee6a4,469856,Bastion Enforcer,303,$0.12 ,3,common,M20,"Dwarf,Soldier",,2,Creature
32263,Chris Rahn,W,2,"In the cloudy skies and dim light of autumn, a flash of white wings is a reminder that better times lie ahead.",0,1,,{1}{W},2,80a13533-8b24-5c6e-8200-1dca00cb2e16,469857,Concordia Pegasus,304,$0.10 ,1,common,M20,Pegasus,Flying,3,Creature
32264,Aaron Miller,W,3,"""You two, cover the alley! You, with me! Eyes on windows, balconies, and rooftops. Who knows what a fish-octopus-crab can do!""",0,1,,{2}{W},3,f0194cfb-bba0-5c8c-bfa9-655b30a74cd6,469858,Haazda Officer,305,$0.07 ,3,common,M20,"Human,Soldier","When Haazda Officer enters the battlefield, target creature you control gets +1/+1 until end of turn.",2,Creature
32265,Mark Zug,W,2,"In times of unrest, the crowd is eager for the comfort of strong convictions.",0,1,,{1}{W},2,8d88986b-c252-5bc0-a4c8-af3a2895b029,469859,Impassioned Orator,306,$0.55 ,2,common,M20,"Human,Cleric","Whenever another creature enters the battlefield under your control, you gain 1 life.",2,Creature
32266,Scott Murphy,W,4,"Her mount's hollow crest can produce a trumpeting warning that carries for miles, summoning more knights to her aid.",0,1,,{3}{W},4,40dcb76a-fbdc-5066-bc90-618e9cd22d9f,469860,Imperial Outrider,307,$0.61 ,1,common,M20,"Human,Knight",,5,Creature
32267,Sam Rowan,W,4,"""We need to block the exits from the plaza! What's big, heavy, and available?""
—Gideon Jura",0,1,,{3}{W},4,ffa6e0ba-8a86-5600-a845-58171e517a5a,469861,Ironclad Krovod,308,$0.42 ,2,common,M20,Beast,,5,Creature
32268,Jonathan Kuo,W,2,"A hunter in the city requires the utmost cunning to survive. It must pounce only if the kill is certain, and leave the remains where no one will see.",0,1,,{1}{W},2,9253d9e4-5049-5c12-a7b9-a274b5ed5c49,469862,Prowling Caracal,309,$0.16 ,3,common,M20,Cat,,1,Creature
32269,Magali Villeneuve,W,6,She watches over the city just as Serra watches over all.,0,1,,{4}{W}{W},6,688975f6-7bb5-52eb-8d47-64b6560a5f1c,469863,Serra's Guardian,310,$0.29 ,5,rare,M20,Angel,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",5,Creature
32270,Micah Epstein,W,2,"""As the knight struggled to stand, his squire took up his blade. The foe advanced not a single step.""
—Krinnea, *Siege of the Bone Spire*",0,1,,{1}{W},2,b9fe16d4-f36d-5e1f-b16c-be5fa7d661db,469864,Show of Valor,311,$0.19 ,,common,M20,,Target creature gets +2/+4 until end of turn.,,Instant
32271,Matt Cavotta,W,5,"""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""
—General Avitora",0,1,,{4}{W},5,8c02a562-ff2b-5eec-ae9b-c09b09821f5c,469865,Siege Mastodon,312,$0.40 ,3,common,M20,Elephant,,5,Creature
32272,Randy Vargas,W,2,"""Your death will be a balm, your passing a welcome revision, and all will sigh with peace to know of your demise.""",0,1,,{1}{W},2,1e361df1-1cd9-5cbe-93ac-d931e5313f04,469866,Take Vengeance,313,$0.22 ,,common,M20,,Destroy target tapped creature.,,Sorcery
32273,Chris Rahn,W,3,,0,1,,{2}{W},3,c88765a8-179b-5f64-bda1-07ceecaccb95,469867,Trusted Pegasus,314,$0.14 ,2,common,M20,Pegasus,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever Trusted Pegasus attacks, target attacking creature without flying gains flying until end of turn.",2,Creature
32274,Lie Setiawan,U,2,"The merfolk know every contour of their coral homes; each reef is a garden in times of peace, and a refuge and fortress in times of war.",0,1,,{1}{U},2,e5d2a34d-9f63-57b1-a76a-cd26099e76e9,469868,Coral Merfolk,315,$0.27 ,2,common,M20,Merfolk,,1,Creature
32275,Anna Podedworna,U,3,"""Only when I saw my enemy walk through all my defenses, untouchable as the moon in the sky, did I truly know what it is to be afraid.""
—King Ixes",0,1,,{1}{U}{U},3,31c79472-07ec-5775-938c-7c3f4f8ced78,469869,Phantom Warrior,316,$0.68 ,2,common,M20,"Illusion,Warrior",Phantom Warrior can't be blocked.,2,Creature
32276,Ryan Yee,U,6,"""Safe passage requires only a simple answer to a simple question, traveler.""",0,1,,{4}{U}{U},6,f9c3b76c-0cde-596f-9671-c6412bba304a,469870,Riddlemaster Sphinx,317,$0.17 ,5,rare,M20,Sphinx,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.",5,Creature
32277,Todd Lockwood,U,4,"Foul-tempered, poorly trained, and mule-stubborn, the drake is the perfect test of the master's will.",0,1,,{3}{U},4,b559339b-ac17-513f-af41-17251d9a5eaa,469871,Snapping Drake,318,$0.34 ,3,common,M20,Drake,Flying (This creature can't be blocked except by creatures with flying or reach.),2,Creature
32278,Nils Hamm,B,4,"At night, bats will feast on whatever is drawn to lanterns and streetlights.",0,1,,{3}{B},4,31aef444-2d9d-5cb8-8312-f6ddb14c87fc,469872,Bartizan Bats,319,$0.25 ,3,common,M20,Bat,Flying (This creature can't be blocked except by creatures with flying or reach.),1,Creature
32279,Jason Felix,B,6,"""They are gentle herbivores, despite their size. Approach cautiously, and hum a tune to let them know you mean no harm.""
—Vivien Reid",0,1,,{4}{B}{B},6,ca600280-cd39-5543-a827-f10b9c7338eb,469873,Bogstomper,320,$0.33 ,6,common,M20,Beast,,5,Creature
32280,Svetlin Velinov,B,2,"""Writhing tendrils of darkness stitched him back together. Though his will and body both were broken, the necromancer's magic would not let him rest.""
—Krinnea, *Siege of the Bone Spire*",0,1,,{1}{B},2,1e634008-d4f2-523a-bba3-3914ad778fb3,469874,Dark Remedy,321,$0.13 ,,common,M20,,Target creature gets +1/+3 until end of turn.,,Instant
32281,Johann Bodin,B,1,"""If we've run out of warm bodies, then cold bodies will have to do.""
—Modriss of Zargoth Fen",0,1,,{B},1,e3151581-c94e-5618-8fdf-3ebf35f6dd7c,469875,Disentomb,322,$1.82 ,,common,M20,,Return target creature card from your graveyard to your hand.,,Sorcery
32282,Daniel Ljunggren,B,6,"It glides on silent wings across the midnight sky, and a dread host rises to follow.",0,1,,{4}{B}{B},6,f7b4caf8-c9dc-532c-afce-4f51ecd6fa3e,469876,Gravewaker,323,$0.11 ,5,rare,M20,"Bird,Spirit","Flying (This creature can't be blocked except by creatures with flying or reach.)
{5}{B}{B}: Return target creature card from your graveyard to the battlefield tapped.",5,Creature
32283,Randy Vargas,B,4,"""Soul, flesh, even eyes—none of these are strictly necessary for deadly precision.""
—Modriss of Zargoth Fen",0,1,,{3}{B},4,7855f337-508b-5f5f-a106-c1c2e4ee2e27,469877,Skeleton Archer,324,$0.63 ,3,common,M20,"Skeleton,Archer","When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",3,Creature
32284,Karl Kopinski,B,2,"""All your steel won't protect you if your will is weak.""",0,1,,{B}{B},2,2148bed3-89bf-598e-aa31-647d44097e68,469878,Sorin's Thirst,325,$0.11 ,,common,M20,,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,,Instant
32285,Jason Rainville,B,2,"""I think I cracked a fang.""",0,1,,{1}{B},2,4146378a-0393-51f9-91cb-8f9160f11c0e,469879,Vampire Opportunist,326,$0.15 ,2,common,M20,Vampire,{6}{B}: Each opponent loses 2 life and you gain 2 life.,1,Creature
32286,Igor Kieryluk,B,2,"""What does it mean when the dead feed on the dead? When no new life emerges, but only more death? Is it not an endless spiral into annihilation?""
—Jeddeg, philosopher of graves",0,1,,{1}{B},2,877d3622-8fc8-51db-8c81-485cae4dc939,469880,Walking Corpse,327,$0.20 ,2,common,M20,Zombie,,2,Creature
32287,Sidharth Chaturvedi,R,4,"""Compared to the hunger of the fires within the earth, the appetite of a mere wurm is nothing.""
—Phelgis Ojin, Keral Keep acolyte",0,1,,{2}{R}{R},4,ee746a55-8297-54e4-8a47-d642c37d4aa3,469881,Engulfing Eruption,328,$0.19 ,,common,M20,,Engulfing Eruption deals 5 damage to target creature.,,Sorcery
32288,Suzanne Helmigh,R,3,"""I spent some time in the Legion, but I'm done taking orders all day.""",0,1,,{2}{R},3,2e00dd6a-795a-5f54-bc2f-941092eb8809,469882,Fearless Halberdier,329,$0.08 ,3,common,M20,"Human,Warrior",,2,Creature
32289,Jesper Ejsing,R,2,"What he lacks in patience, intelligence, empathy, lucidity, hygiene, ability to follow orders, self-regard, and discernible skills, he makes up for in sheer chaotic violence.",0,1,,{1}{R},2,ce4169d6-1774-578f-877f-7bc28ec435cc,469883,Goblin Assailant,330,$0.10 ,2,common,M20,"Goblin,Warrior",,2,Creature
32290,Joe Slucher,R,4,"The bellow of a minotaur always translates to ""charge.""",0,1,,{3}{R},4,79a8fd96-44e6-5da1-942f-17026a35471f,469884,Hostile Minotaur,331,$0.29 ,3,common,M20,Minotaur,Haste (This creature can attack and {T} as soon as it comes under your control.),3,Creature
32291,Daarken,R,6,"Their fires burn quietly, allowing the phoenixes to glide silently through the canyon.",0,1,,{4}{R}{R},6,899d5690-bcc0-56dd-8304-396ba79e6b57,469885,Immortal Phoenix,332,$0.71 ,5,rare,M20,Phoenix,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Immortal Phoenix dies, return it to its owner's hand.",3,Creature
32292,Anna Podedworna,R,3,"""What goes up must get stuck.""",0,1,,{2}{R},3,47aec92c-0e34-564f-962e-1acf30ad354e,469886,Nimble Birdsticker,333,$0.46 ,2,common,M20,Goblin,Reach (This creature can block creatures with flying.),3,Creature
32293,Zoltan Boros,R,5,"Joining a guild, even the Gruul, would mean giving up some of his independence. He'd rather smash what he wants to smash.",0,1,,{4}{R},5,b6b9818d-b7a5-52a1-9997-3b0a560285bf,469887,Rubblebelt Recluse,334,$0.63 ,6,common,M20,"Ogre,Berserker",Rubblebelt Recluse attacks each combat if able.,5,Creature
32294,Donato Giancola,R,6,"""It's just playing with us, Marsden.""
—Dafynne the Radiant, last words",0,1,,{4}{R}{R},6,29d879c8-d1ca-558c-add9-c54a04e050ea,469888,Shivan Dragon,335,$0.18 ,5,rare,M20,Dragon,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{R}: Shivan Dragon gets +1/+0 until end of turn.",5,Creature
32295,Chris Rahn,R,6,"""That's no ordinary eruption!""
—Grazlash Stonehold, last words",0,1,,{4}{R}{R},6,e246081f-a943-5595-ad00-8c21f633d72c,469889,Volcanic Dragon,336,$0.82 ,4,uncommon,M20,Dragon,"Flying, haste",4,Creature
32296,Filip Burburan,G,6,"""Approach from behind. That way, if it does charge, at least you aren't in front of it.""
—Vivien Reid",0,1,,{3}{G}{G}{G},6,5e9793af-a24a-52cd-a681-48ec36269079,469890,Aggressive Mammoth,337,$0.59 ,8,rare,M20,Elephant,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other creatures you control have trample.",8,Creature
32297,Svetlin Velinov,G,4,"The spikes of bone protruding from its hide serve primarily as protection, but as they accumulate bits of foliage from the surrounding forest, they also provide camouflage.",0,1,,{3}{G},4,19ef93e5-f70f-52eb-a367-3ac4db467429,469891,Bristling Boar,338,$0.48 ,4,common,M20,Boar,Bristling Boar can't be blocked by more than one creature.,3,Creature
32298,Christopher Rush,G,2,It keeps the upper reaches of the forest free of every menace . . . except for the spider itself.,0,1,,{1}{G},2,d0df36a3-5268-5d3b-92b4-80f341c1d50f,469892,Canopy Spider,339,$0.32 ,1,common,M20,Spider,Reach (This creature can block creatures with flying.),3,Creature
32299,Zezhou Chen,G,1,"""Even the smallest creatures are fierce in defense of their own territory.""
—Vivien Reid",0,1,,{G},1,1fa3cc0e-1089-5954-a112-68357c8e6774,469893,Frilled Sandwalla,340,$0.61 ,1,common,M20,Lizard,{1}{G}: Frilled Sandwalla gets +2/+2 until end of turn. Activate only once each turn.,1,Creature
32300,Wayne Reynolds,G,3,"""When the beast cloaks itself in the mighty oak, what good is a bow? When the oak wraps itself around the snarling beast, what good is a hatchet?""
—Dionus, elvish archdruid",0,1,,{2}{G},3,eb3208f4-3c3d-5009-a5a6-0212b102bf37,469894,Oakenform,341,$0.53 ,,common,M20,Aura,"Enchant creature
Enchanted creature gets +3/+3.",,Enchantment
