cn,artist,cardindex,colors,convertedManaCost,flavor_text,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,power,Price (Dollars),rarity,rules_text,setCode,subtypes,toughness,types
281,Kieran Yanner,32240,"G,R,W",5,,,{2}{R}{G}{W},5,f110dc89-178b-5eb6-9f96-542a5ad15a67,470528,"Rienne, Angel of Rebirth",5,0.45,mythic,"Flying
Other multicolored creatures you control get +1/+0.
Whenever another multicolored creature you control dies, return it to its owner's hand at the beginning of the next end step.",M20,Angel,4,Creature
282,Yongjae Choi,32241,W,6,,5,{4}{W}{W},6,3b4a4a04-43f5-5e80-a107-c0495c20931b,469835,"Ajani, Inspiring Leader",,4.66,mythic,"[+2]: You gain 2 life. Put two +1/+1 counters on up to one target creature.
[âˆ’3]: Exile target creature. Its controller gains 2 life.
[âˆ’10]: Creatures you control gain flying and double strike until end of turn.",M20,Ajani,,Planeswalker
283,Paul Scott Canavan,32242,W,5,,,{3}{W}{W},5,8c546b22-015c-5dea-ad5f-43b02e6cc79b,469836,Goldmane Griffin,3,0.24,rare,"Flying, vigilance
When Goldmane Griffin enters the battlefield, you may search your library and/or graveyard for a card named Ajani, Inspiring Leader, reveal it, and put it into your hand. If you search your library this way, shuffle.",M20,Griffin,2,Creature
284,Bayard Wu,32243,W,2,"""Now is not the time for your light to fade.""",,{1}{W},2,6935974f-46f6-5870-a301-fbbe6e3c5898,469837,Savannah Sage,2,0.15,common,"When Savannah Sage enters the battlefield, you gain 2 life.",M20,"Cat,Cleric",2,Creature
285,Jana Schirmer,32244,W,4,,,{3}{W},4,1d4cfb3a-c4b9-5b74-a4e2-b3d5c86b741d,469838,Twinblade Paladin,3,1.51,uncommon,"Whenever you gain life, put a +1/+1 counter on Twinblade Paladin.
As long as you have 25 or more life, Twinblade Paladin has double strike. (It deals both first-strike and regular combat damage.)",M20,"Human,Knight",3,Creature
286,Yongjae Choi,32245,U,6,,5,{4}{U}{U},6,5c0fed53-8c73-5cb1-aa40-d0d6693bca7d,469839,"Mu Yanling, Celestial Wind",,1.44,mythic,"[+1]: Until your next turn, up to one target creature gets -5/-0.
[âˆ’3]: Return up to two target creatures to their owners' hands.
[âˆ’7]: Creatures you control with flying get +5/+5 until end of turn.",M20,Yanling,,Planeswalker
287,Daniel Ljunggren,32246,U,4,"""It soars on the winds of dreams.""
â€”Mu Yanling",,{2}{U}{U},4,9297fafc-12ee-5311-9f5f-f29f2e9dabb5,469840,Celestial Messenger,3,0.14,common,"Flash (You may cast this card any time you could cast an instant.)
Flying
Celestial Messenger gets +1/+1 as long as you control a Yanling planeswalker.",M20,"Bird,Spirit",2,Creature
288,Yeong-Hao Han,32247,U,2,"""They come to drink, to bathe, andâ€”I believeâ€”to play.""",,{1}{U},2,7f781f16-721e-58a8-b7b6-57e439401ffb,469841,Waterkin Shaman,2,0.16,uncommon,"Whenever a creature with flying enters the battlefield under your control, Waterkin Shaman gets +1/+1 until end of turn.",M20,"Elemental,Shaman",1,Creature
289,Zezhou Chen,32248,U,5,,,{3}{U}{U},5,54a245c5-272f-5261-ac76-704e6b63b6dd,469842,Yanling's Harbinger,2,0.23,rare,"Flying
When Yanling's Harbinger enters the battlefield, you may search your library and/or graveyard for a card named Mu Yanling, Celestial Wind, reveal it, and put it into your hand. If you search your library this way, shuffle.",M20,Bird,4,Creature
290,Chris Rallis,32249,B,6,,4,{4}{B}{B},6,8b5f6eff-7709-5f1b-9d5c-a84bb175d9df,469843,"Sorin, Vampire Lord",,10.65,mythic,"[+1]: Up to one target creature gets +2/+0 until end of turn.
[âˆ’2]: Sorin, Vampire Lord deals 4 damage to any target. You gain 4 life.
[âˆ’8]: Until end of turn, each Vampire you control gains ""{T}: Gain control of target creature.""",M20,Sorin,,Planeswalker
291,Antonio JosÃ© Manzanedo,32250,B,3,"""I have no patience for sipping blood from crystal goblets. I want to bite and tear.""",,{1}{B}{B},3,5dd9ef2f-2877-5a44-98c0-72813d5d7de3,469844,Savage Gorger,1,1.15,common,"Flying
At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on Savage Gorger. (Damage causes loss of life.)",M20,Vampire,1,Creature
292,Jason Rainville,32251,B,5,"""My people serve the dragon Kolaghan, but I give my blood for a greater lord.""",,{3}{B}{B},5,44e404ad-298c-5574-95be-b6b199a5b9c0,469845,Sorin's Guide,4,0.21,rare,"When Sorin's Guide enters the battlefield, you may search your library and/or graveyard for a card named Sorin, Vampire Lord, reveal it, and put it into your hand. If you search your library this way, shuffle.",M20,Vampire,2,Creature
293,Joseph Meehan,32252,B,4,"""A whole life, full of memories and experience, love and sorrow, drained drop by drop into this bottle. Could any feast be more glorious?""",,{2}{B}{B},4,2adc9971-bf38-58f2-974d-236f711579a8,469846,Thirsting Bloodlord,3,4.09,uncommon,Other Vampires you control get +1/+1.,M20,Vampire,3,Creature
294,Magali Villeneuve,32253,R,6,,4,{4}{R}{R},6,fe46865f-81d4-570c-b7de-90751081cdaa,469847,"Chandra, Flame's Fury",,10.15,mythic,"[+1]: Chandra, Flame's Fury deals 2 damage to any target.
[âˆ’2]: Chandra, Flame's Fury deals 4 damage to target creature and 2 damage to that creature's controller.
[âˆ’8]: Chandra, Flame's Fury deals 10 damage to target player and each creature that player controls.",M20,Chandra,,Planeswalker
295,Paul Scott Canavan,32254,R,5,"""It's high tide.""",,{3}{R}{R},5,f9010c44-c1f8-533c-8228-96c8bece7241,469848,Chandra's Flame Wave,,0.27,rare,"Chandra's Flame Wave deals 2 damage to target player and each creature that player controls. Search your library and/or graveyard for a card named Chandra, Flame's Fury, reveal it, and put it into your hand. If you search your library this way, shuffle.",M20,,,Sorcery
296,Svetlin Velinov,32255,R,5,"""Whoever thought of making mobile volcanoes was a genius.""
â€”Chandra Nalaar",,{3}{R}{R},5,71d28ade-2ced-5432-bacb-f737c2f49607,469849,Pyroclastic Elemental,5,0.15,uncommon,{1}{R}{R}: Pyroclastic Elemental deals 1 damage to target player.,M20,Elemental,4,Creature
297,Svetlin Velinov,32256,R,4,"""Fire is always dancing, leaping and whirling, seeking more fuel. It never rests, so why should I?""
â€”Chandra Nalaar",,{2}{R}{R},4,632ad0f4-99b7-554d-bf0e-0d33565dc225,469850,Wildfire Elemental,3,0.15,common,"Whenever an opponent is dealt noncombat damage, creatures you control get +1/+0 until end of turn.",M20,Elemental,3,Creature
298,Chris Rallis,32257,G,6,,3,{4}{G}{G},6,836879e2-1cb9-5155-9d98-dfdfa5e2e5be,469851,"Vivien, Nature's Avenger",,4.68,mythic,"[+1]: Put three +1/+1 counters on up to one target creature.
[âˆ’1]: Reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.
[âˆ’6]: Target creature gets +10/+10 and gains trample until end of turn.",M20,Vivien,,Planeswalker
299,Jason Felix,32258,G,5,,,{3}{G}{G},5,f68f9866-51e1-5589-8392-dc9f082a2543,469852,Ethereal Elk,3,0.20,rare,"Trample
When Ethereal Elk enters the battlefield, you may search your library and/or graveyard for a card named Vivien, Nature's Avenger, reveal it, and put it into your hand. If you search your library this way, shuffle.",M20,"Elk,Spirit",3,Creature
300,YW Tang,32259,G,4,"""I think it's trying to tell us that the forest is angry.""
â€”Vivien Reid",,{2}{G}{G},4,21c0902f-9e47-5be4-9357-eb1348723c81,469853,Gnarlback Rhino,4,0.44,uncommon,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever you cast a spell that targets Gnarlback Rhino, draw a card.",M20,Rhino,4,Creature
301,Bayard Wu,32260,G,3,"""Regardless of where they come from, crocs are usually able to find their way home. For this one, home is me.""
â€”Vivien Reid",,{2}{G},3,aeefd723-ae75-55ca-ab40-ace97b798aa7,469854,Vivien's Crocodile,3,0.12,common,Vivien's Crocodile gets +1/+1 as long as you control a Vivien planeswalker.,M20,"Crocodile,Spirit",3,Creature
302,Sara Winters,32261,W,6,,,{4}{W}{W},6,59f8b794-a610-5aa0-bd27-fbbe480dfda3,469855,Angelic Guardian,5,6.33,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever one or more creatures you control attack, they gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",M20,Angel,5,Creature
303,Matt Stewart,32262,W,3,"Headquartered at the Bastion of the Honorable, the soldiers of Ghirapur are charged with the task of keeping peace in the city.",,{2}{W},3,df770940-cbeb-5d24-b88a-f2d974aee6a4,469856,Bastion Enforcer,3,0.12,common,,M20,"Dwarf,Soldier",2,Creature
304,Chris Rahn,32263,W,2,"In the cloudy skies and dim light of autumn, a flash of white wings is a reminder that better times lie ahead.",,{1}{W},2,80a13533-8b24-5c6e-8200-1dca00cb2e16,469857,Concordia Pegasus,1,0.10,common,Flying,M20,Pegasus,3,Creature
305,Aaron Miller,32264,W,3,"""You two, cover the alley! You, with me! Eyes on windows, balconies, and rooftops. Who knows what a fish-octopus-crab can do!""",,{2}{W},3,f0194cfb-bba0-5c8c-bfa9-655b30a74cd6,469858,Haazda Officer,3,0.07,common,"When Haazda Officer enters the battlefield, target creature you control gets +1/+1 until end of turn.",M20,"Human,Soldier",2,Creature
306,Mark Zug,32265,W,2,"In times of unrest, the crowd is eager for the comfort of strong convictions.",,{1}{W},2,8d88986b-c252-5bc0-a4c8-af3a2895b029,469859,Impassioned Orator,2,0.55,common,"Whenever another creature enters the battlefield under your control, you gain 1 life.",M20,"Human,Cleric",2,Creature
307,Scott Murphy,32266,W,4,"Her mount's hollow crest can produce a trumpeting warning that carries for miles, summoning more knights to her aid.",,{3}{W},4,40dcb76a-fbdc-5066-bc90-618e9cd22d9f,469860,Imperial Outrider,1,0.61,common,,M20,"Human,Knight",5,Creature
308,Sam Rowan,32267,W,4,"""We need to block the exits from the plaza! What's big, heavy, and available?""
â€”Gideon Jura",,{3}{W},4,ffa6e0ba-8a86-5600-a845-58171e517a5a,469861,Ironclad Krovod,2,0.42,common,,M20,Beast,5,Creature
309,Jonathan Kuo,32268,W,2,"A hunter in the city requires the utmost cunning to survive. It must pounce only if the kill is certain, and leave the remains where no one will see.",,{1}{W},2,9253d9e4-5049-5c12-a7b9-a274b5ed5c49,469862,Prowling Caracal,3,0.16,common,,M20,Cat,1,Creature
310,Magali Villeneuve,32269,W,6,She watches over the city just as Serra watches over all.,,{4}{W}{W},6,688975f6-7bb5-52eb-8d47-64b6560a5f1c,469863,Serra's Guardian,5,0.29,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",M20,Angel,5,Creature
311,Micah Epstein,32270,W,2,"""As the knight struggled to stand, his squire took up his blade. The foe advanced not a single step.""
â€”Krinnea, *Siege of the Bone Spire*",,{1}{W},2,b9fe16d4-f36d-5e1f-b16c-be5fa7d661db,469864,Show of Valor,,0.19,common,Target creature gets +2/+4 until end of turn.,M20,,,Instant
312,Matt Cavotta,32271,W,5,"""The walls of the wicked will fall before us. Ready the siege engines. We proceed to war!""
â€”General Avitora",,{4}{W},5,8c02a562-ff2b-5eec-ae9b-c09b09821f5c,469865,Siege Mastodon,3,0.40,common,,M20,Elephant,5,Creature
313,Randy Vargas,32272,W,2,"""Your death will be a balm, your passing a welcome revision, and all will sigh with peace to know of your demise.""",,{1}{W},2,1e361df1-1cd9-5cbe-93ac-d931e5313f04,469866,Take Vengeance,,0.22,common,Destroy target tapped creature.,M20,,,Sorcery
314,Chris Rahn,32273,W,3,,,{2}{W},3,c88765a8-179b-5f64-bda1-07ceecaccb95,469867,Trusted Pegasus,2,0.14,common,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever Trusted Pegasus attacks, target attacking creature without flying gains flying until end of turn.",M20,Pegasus,2,Creature
315,Lie Setiawan,32274,U,2,"The merfolk know every contour of their coral homes; each reef is a garden in times of peace, and a refuge and fortress in times of war.",,{1}{U},2,e5d2a34d-9f63-57b1-a76a-cd26099e76e9,469868,Coral Merfolk,2,0.27,common,,M20,Merfolk,1,Creature
316,Anna Podedworna,32275,U,3,"""Only when I saw my enemy walk through all my defenses, untouchable as the moon in the sky, did I truly know what it is to be afraid.""
â€”King Ixes",,{1}{U}{U},3,31c79472-07ec-5775-938c-7c3f4f8ced78,469869,Phantom Warrior,2,0.68,common,Phantom Warrior can't be blocked.,M20,"Illusion,Warrior",2,Creature
317,Ryan Yee,32276,U,6,"""Safe passage requires only a simple answer to a simple question, traveler.""",,{4}{U}{U},6,f9c3b76c-0cde-596f-9671-c6412bba304a,469870,Riddlemaster Sphinx,5,0.17,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Riddlemaster Sphinx enters the battlefield, you may return target creature an opponent controls to its owner's hand.",M20,Sphinx,5,Creature
318,Todd Lockwood,32277,U,4,"Foul-tempered, poorly trained, and mule-stubborn, the drake is the perfect test of the master's will.",,{3}{U},4,b559339b-ac17-513f-af41-17251d9a5eaa,469871,Snapping Drake,3,0.34,common,Flying (This creature can't be blocked except by creatures with flying or reach.),M20,Drake,2,Creature
319,Nils Hamm,32278,B,4,"At night, bats will feast on whatever is drawn to lanterns and streetlights.",,{3}{B},4,31aef444-2d9d-5cb8-8312-f6ddb14c87fc,469872,Bartizan Bats,3,0.25,common,Flying (This creature can't be blocked except by creatures with flying or reach.),M20,Bat,1,Creature
320,Jason Felix,32279,B,6,"""They are gentle herbivores, despite their size. Approach cautiously, and hum a tune to let them know you mean no harm.""
â€”Vivien Reid",,{4}{B}{B},6,ca600280-cd39-5543-a827-f10b9c7338eb,469873,Bogstomper,6,0.33,common,,M20,Beast,5,Creature
321,Svetlin Velinov,32280,B,2,"""Writhing tendrils of darkness stitched him back together. Though his will and body both were broken, the necromancer's magic would not let him rest.""
â€”Krinnea, *Siege of the Bone Spire*",,{1}{B},2,1e634008-d4f2-523a-bba3-3914ad778fb3,469874,Dark Remedy,,0.13,common,Target creature gets +1/+3 until end of turn.,M20,,,Instant
322,Johann Bodin,32281,B,1,"""If we've run out of warm bodies, then cold bodies will have to do.""
â€”Modriss of Zargoth Fen",,{B},1,e3151581-c94e-5618-8fdf-3ebf35f6dd7c,469875,Disentomb,,1.82,common,Return target creature card from your graveyard to your hand.,M20,,,Sorcery
323,Daniel Ljunggren,32282,B,6,"It glides on silent wings across the midnight sky, and a dread host rises to follow.",,{4}{B}{B},6,f7b4caf8-c9dc-532c-afce-4f51ecd6fa3e,469876,Gravewaker,5,0.11,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{5}{B}{B}: Return target creature card from your graveyard to the battlefield tapped.",M20,"Bird,Spirit",5,Creature
324,Randy Vargas,32283,B,4,"""Soul, flesh, even eyesâ€”none of these are strictly necessary for deadly precision.""
â€”Modriss of Zargoth Fen",,{3}{B},4,7855f337-508b-5f5f-a106-c1c2e4ee2e27,469877,Skeleton Archer,3,0.63,common,"When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",M20,"Skeleton,Archer",3,Creature
325,Karl Kopinski,32284,B,2,"""All your steel won't protect you if your will is weak.""",,{B}{B},2,2148bed3-89bf-598e-aa31-647d44097e68,469878,Sorin's Thirst,,0.11,common,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,M20,,,Instant
326,Jason Rainville,32285,B,2,"""I think I cracked a fang.""",,{1}{B},2,4146378a-0393-51f9-91cb-8f9160f11c0e,469879,Vampire Opportunist,2,0.15,common,{6}{B}: Each opponent loses 2 life and you gain 2 life.,M20,Vampire,1,Creature
327,Igor Kieryluk,32286,B,2,"""What does it mean when the dead feed on the dead? When no new life emerges, but only more death? Is it not an endless spiral into annihilation?""
â€”Jeddeg, philosopher of graves",,{1}{B},2,877d3622-8fc8-51db-8c81-485cae4dc939,469880,Walking Corpse,2,0.20,common,,M20,Zombie,2,Creature
328,Sidharth Chaturvedi,32287,R,4,"""Compared to the hunger of the fires within the earth, the appetite of a mere wurm is nothing.""
â€”Phelgis Ojin, Keral Keep acolyte",,{2}{R}{R},4,ee746a55-8297-54e4-8a47-d642c37d4aa3,469881,Engulfing Eruption,,0.19,common,Engulfing Eruption deals 5 damage to target creature.,M20,,,Sorcery
329,Suzanne Helmigh,32288,R,3,"""I spent some time in the Legion, but I'm done taking orders all day.""",,{2}{R},3,2e00dd6a-795a-5f54-bc2f-941092eb8809,469882,Fearless Halberdier,3,0.08,common,,M20,"Human,Warrior",2,Creature
330,Jesper Ejsing,32289,R,2,"What he lacks in patience, intelligence, empathy, lucidity, hygiene, ability to follow orders, self-regard, and discernible skills, he makes up for in sheer chaotic violence.",,{1}{R},2,ce4169d6-1774-578f-877f-7bc28ec435cc,469883,Goblin Assailant,2,0.10,common,,M20,"Goblin,Warrior",2,Creature
331,Joe Slucher,32290,R,4,"The bellow of a minotaur always translates to ""charge.""",,{3}{R},4,79a8fd96-44e6-5da1-942f-17026a35471f,469884,Hostile Minotaur,3,0.29,common,Haste (This creature can attack and {T} as soon as it comes under your control.),M20,Minotaur,3,Creature
332,Daarken,32291,R,6,"Their fires burn quietly, allowing the phoenixes to glide silently through the canyon.",,{4}{R}{R},6,899d5690-bcc0-56dd-8304-396ba79e6b57,469885,Immortal Phoenix,5,0.71,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Immortal Phoenix dies, return it to its owner's hand.",M20,Phoenix,3,Creature
333,Anna Podedworna,32292,R,3,"""What goes up must get stuck.""",,{2}{R},3,47aec92c-0e34-564f-962e-1acf30ad354e,469886,Nimble Birdsticker,2,0.46,common,Reach (This creature can block creatures with flying.),M20,Goblin,3,Creature
334,Zoltan Boros,32293,R,5,"Joining a guild, even the Gruul, would mean giving up some of his independence. He'd rather smash what he wants to smash.",,{4}{R},5,b6b9818d-b7a5-52a1-9997-3b0a560285bf,469887,Rubblebelt Recluse,6,0.63,common,Rubblebelt Recluse attacks each combat if able.,M20,"Ogre,Berserker",5,Creature
335,Donato Giancola,32294,R,6,"""It's just playing with us, Marsden.""
â€”Dafynne the Radiant, last words",,{4}{R}{R},6,29d879c8-d1ca-558c-add9-c54a04e050ea,469888,Shivan Dragon,5,0.18,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{R}: Shivan Dragon gets +1/+0 until end of turn.",M20,Dragon,5,Creature
